GameTimer,Variable1,Variable2
1.630632,Variable1Value,Variable2Value
1.632045,Variable1Value,Variable2Value
1.634462,Variable1Value,Variable2Value
1.637389,Variable1Value,Variable2Value
1.63905,Variable1Value,Variable2Value
1.640422,Variable1Value,Variable2Value
1.642709,Variable1Value,Variable2Value
1.644233,Variable1Value,Variable2Value
1.645731,Variable1Value,Variable2Value
1.647294,Variable1Value,Variable2Value
1.648666,Variable1Value,Variable2Value
1.650793,Variable1Value,Variable2Value
1.652285,Variable1Value,Variable2Value
1.654197,Variable1Value,Variable2Value
1.65574,Variable1Value,Variable2Value
1.657778,Variable1Value,Variable2Value
1.659363,Variable1Value,Variable2Value
1.660768,Variable1Value,Variable2Value
1.662717,Variable1Value,Variable2Value
1.6644,Variable1Value,Variable2Value
1.666322,Variable1Value,Variable2Value
1.667871,Variable1Value,Variable2Value
1.669307,Variable1Value,Variable2Value
1.671005,Variable1Value,Variable2Value
1.672594,Variable1Value,Variable2Value
1.674524,Variable1Value,Variable2Value
1.676138,Variable1Value,Variable2Value
1.677655,Variable1Value,Variable2Value
1.679235,Variable1Value,Variable2Value
1.680986,Variable1Value,Variable2Value
1.68321,Variable1Value,Variable2Value
1.684926,Variable1Value,Variable2Value
1.686437,Variable1Value,Variable2Value
1.687816,Variable1Value,Variable2Value
1.690041,Variable1Value,Variable2Value
1.691494,Variable1Value,Variable2Value
1.693024,Variable1Value,Variable2Value
1.694412,Variable1Value,Variable2Value
1.695848,Variable1Value,Variable2Value
1.698224,Variable1Value,Variable2Value
1.699733,Variable1Value,Variable2Value
1.701461,Variable1Value,Variable2Value
1.702878,Variable1Value,Variable2Value
1.704358,Variable1Value,Variable2Value
1.706652,Variable1Value,Variable2Value
1.708275,Variable1Value,Variable2Value
1.709797,Variable1Value,Variable2Value
1.711437,Variable1Value,Variable2Value
1.712921,Variable1Value,Variable2Value
1.715057,Variable1Value,Variable2Value
1.716837,Variable1Value,Variable2Value
1.718268,Variable1Value,Variable2Value
1.719846,Variable1Value,Variable2Value
1.721743,Variable1Value,Variable2Value
1.731996,Variable1Value,Variable2Value
1.734579,Variable1Value,Variable2Value
1.73613,Variable1Value,Variable2Value
1.737991,Variable1Value,Variable2Value
1.739589,Variable1Value,Variable2Value
1.741208,Variable1Value,Variable2Value
1.742805,Variable1Value,Variable2Value
1.744398,Variable1Value,Variable2Value
1.746402,Variable1Value,Variable2Value
1.747902,Variable1Value,Variable2Value
1.749549,Variable1Value,Variable2Value
1.751166,Variable1Value,Variable2Value
1.752649,Variable1Value,Variable2Value
1.754588,Variable1Value,Variable2Value
1.756017,Variable1Value,Variable2Value
1.757627,Variable1Value,Variable2Value
1.759387,Variable1Value,Variable2Value
1.760843,Variable1Value,Variable2Value
1.762798,Variable1Value,Variable2Value
1.764236,Variable1Value,Variable2Value
1.765852,Variable1Value,Variable2Value
1.767652,Variable1Value,Variable2Value
1.769908,Variable1Value,Variable2Value
1.771399,Variable1Value,Variable2Value
1.772774,Variable1Value,Variable2Value
1.77449,Variable1Value,Variable2Value
1.776166,Variable1Value,Variable2Value
1.778216,Variable1Value,Variable2Value
1.779896,Variable1Value,Variable2Value
1.78133,Variable1Value,Variable2Value
1.782953,Variable1Value,Variable2Value
1.784823,Variable1Value,Variable2Value
1.786833,Variable1Value,Variable2Value
1.78842,Variable1Value,Variable2Value
1.789936,Variable1Value,Variable2Value
1.791684,Variable1Value,Variable2Value
1.793687,Variable1Value,Variable2Value
1.795155,Variable1Value,Variable2Value
1.79661,Variable1Value,Variable2Value
1.79797,Variable1Value,Variable2Value
1.799809,Variable1Value,Variable2Value
1.802408,Variable1Value,Variable2Value
1.803906,Variable1Value,Variable2Value
1.80572,Variable1Value,Variable2Value
1.807127,Variable1Value,Variable2Value
1.808621,Variable1Value,Variable2Value
1.810692,Variable1Value,Variable2Value
1.812164,Variable1Value,Variable2Value
1.813642,Variable1Value,Variable2Value
1.815155,Variable1Value,Variable2Value
1.816833,Variable1Value,Variable2Value
1.818978,Variable1Value,Variable2Value
1.820622,Variable1Value,Variable2Value
1.822412,Variable1Value,Variable2Value
1.824166,Variable1Value,Variable2Value
1.826568,Variable1Value,Variable2Value
1.828253,Variable1Value,Variable2Value
1.829825,Variable1Value,Variable2Value
1.83135,Variable1Value,Variable2Value
1.83287,Variable1Value,Variable2Value
1.834974,Variable1Value,Variable2Value
1.836689,Variable1Value,Variable2Value
1.838164,Variable1Value,Variable2Value
1.839591,Variable1Value,Variable2Value
1.841689,Variable1Value,Variable2Value
1.843325,Variable1Value,Variable2Value
1.845014,Variable1Value,Variable2Value
1.846472,Variable1Value,Variable2Value
1.847918,Variable1Value,Variable2Value
1.849901,Variable1Value,Variable2Value
1.851495,Variable1Value,Variable2Value
1.853163,Variable1Value,Variable2Value
1.854578,Variable1Value,Variable2Value
1.855964,Variable1Value,Variable2Value
1.857909,Variable1Value,Variable2Value
1.859413,Variable1Value,Variable2Value
1.861116,Variable1Value,Variable2Value
1.862582,Variable1Value,Variable2Value
1.864149,Variable1Value,Variable2Value
1.866062,Variable1Value,Variable2Value
1.867585,Variable1Value,Variable2Value
1.869366,Variable1Value,Variable2Value
1.870785,Variable1Value,Variable2Value
1.872231,Variable1Value,Variable2Value
1.874304,Variable1Value,Variable2Value
1.875811,Variable1Value,Variable2Value
1.877565,Variable1Value,Variable2Value
1.878975,Variable1Value,Variable2Value
1.880486,Variable1Value,Variable2Value
1.882431,Variable1Value,Variable2Value
1.884164,Variable1Value,Variable2Value
1.88578,Variable1Value,Variable2Value
1.887208,Variable1Value,Variable2Value
1.888608,Variable1Value,Variable2Value
1.890356,Variable1Value,Variable2Value
1.892272,Variable1Value,Variable2Value
1.89402,Variable1Value,Variable2Value
1.895527,Variable1Value,Variable2Value
1.896886,Variable1Value,Variable2Value
1.89885,Variable1Value,Variable2Value
1.900392,Variable1Value,Variable2Value
1.902072,Variable1Value,Variable2Value
1.903704,Variable1Value,Variable2Value
1.905653,Variable1Value,Variable2Value
1.907087,Variable1Value,Variable2Value
1.908617,Variable1Value,Variable2Value
1.910254,Variable1Value,Variable2Value
1.911836,Variable1Value,Variable2Value
1.913814,Variable1Value,Variable2Value
1.915497,Variable1Value,Variable2Value
1.91699,Variable1Value,Variable2Value
1.918678,Variable1Value,Variable2Value
1.92038,Variable1Value,Variable2Value
1.922546,Variable1Value,Variable2Value
1.924149,Variable1Value,Variable2Value
1.925607,Variable1Value,Variable2Value
1.927265,Variable1Value,Variable2Value
1.928918,Variable1Value,Variable2Value
1.930394,Variable1Value,Variable2Value
1.931854,Variable1Value,Variable2Value
1.933329,Variable1Value,Variable2Value
1.934997,Variable1Value,Variable2Value
1.93663,Variable1Value,Variable2Value
1.938004,Variable1Value,Variable2Value
1.939502,Variable1Value,Variable2Value
1.940992,Variable1Value,Variable2Value
1.942688,Variable1Value,Variable2Value
1.944554,Variable1Value,Variable2Value
1.945952,Variable1Value,Variable2Value
1.947497,Variable1Value,Variable2Value
1.948908,Variable1Value,Variable2Value
1.950523,Variable1Value,Variable2Value
1.952293,Variable1Value,Variable2Value
1.953798,Variable1Value,Variable2Value
1.955278,Variable1Value,Variable2Value
1.95681,Variable1Value,Variable2Value
1.958362,Variable1Value,Variable2Value
1.960105,Variable1Value,Variable2Value
1.961674,Variable1Value,Variable2Value
1.963224,Variable1Value,Variable2Value
1.964614,Variable1Value,Variable2Value
1.966105,Variable1Value,Variable2Value
1.968028,Variable1Value,Variable2Value
1.969484,Variable1Value,Variable2Value
1.970961,Variable1Value,Variable2Value
1.972335,Variable1Value,Variable2Value
1.973851,Variable1Value,Variable2Value
1.975639,Variable1Value,Variable2Value
1.977124,Variable1Value,Variable2Value
1.978638,Variable1Value,Variable2Value
1.980064,Variable1Value,Variable2Value
1.981485,Variable1Value,Variable2Value
1.98317,Variable1Value,Variable2Value
1.984643,Variable1Value,Variable2Value
1.986282,Variable1Value,Variable2Value
1.987757,Variable1Value,Variable2Value
1.989113,Variable1Value,Variable2Value
1.990776,Variable1Value,Variable2Value
1.992288,Variable1Value,Variable2Value
1.993855,Variable1Value,Variable2Value
1.995253,Variable1Value,Variable2Value
1.996607,Variable1Value,Variable2Value
1.998205,Variable1Value,Variable2Value
1.999694,Variable1Value,Variable2Value
2.001155,Variable1Value,Variable2Value
2.002694,Variable1Value,Variable2Value
2.004413,Variable1Value,Variable2Value
2.006321,Variable1Value,Variable2Value
2.007857,Variable1Value,Variable2Value
2.009462,Variable1Value,Variable2Value
2.010946,Variable1Value,Variable2Value
2.012443,Variable1Value,Variable2Value
2.014033,Variable1Value,Variable2Value
2.015516,Variable1Value,Variable2Value
2.017,Variable1Value,Variable2Value
2.018442,Variable1Value,Variable2Value
2.020077,Variable1Value,Variable2Value
2.021907,Variable1Value,Variable2Value
2.023514,Variable1Value,Variable2Value
2.025103,Variable1Value,Variable2Value
2.026581,Variable1Value,Variable2Value
2.02808,Variable1Value,Variable2Value
2.029691,Variable1Value,Variable2Value
2.031312,Variable1Value,Variable2Value
2.032725,Variable1Value,Variable2Value
2.034312,Variable1Value,Variable2Value
2.03588,Variable1Value,Variable2Value
2.037459,Variable1Value,Variable2Value
2.039142,Variable1Value,Variable2Value
2.040568,Variable1Value,Variable2Value
2.042058,Variable1Value,Variable2Value
2.043558,Variable1Value,Variable2Value
2.045155,Variable1Value,Variable2Value
2.046903,Variable1Value,Variable2Value
2.048297,Variable1Value,Variable2Value
2.049757,Variable1Value,Variable2Value
2.051263,Variable1Value,Variable2Value
2.053137,Variable1Value,Variable2Value
2.054811,Variable1Value,Variable2Value
2.056216,Variable1Value,Variable2Value
2.057642,Variable1Value,Variable2Value
2.059185,Variable1Value,Variable2Value
2.060624,Variable1Value,Variable2Value
2.062188,Variable1Value,Variable2Value
2.063665,Variable1Value,Variable2Value
2.065069,Variable1Value,Variable2Value
2.066594,Variable1Value,Variable2Value
2.068446,Variable1Value,Variable2Value
2.070049,Variable1Value,Variable2Value
2.071531,Variable1Value,Variable2Value
2.072919,Variable1Value,Variable2Value
2.074409,Variable1Value,Variable2Value
2.076115,Variable1Value,Variable2Value
2.077645,Variable1Value,Variable2Value
2.07915,Variable1Value,Variable2Value
2.080546,Variable1Value,Variable2Value
2.081951,Variable1Value,Variable2Value
2.083735,Variable1Value,Variable2Value
2.085177,Variable1Value,Variable2Value
2.08673,Variable1Value,Variable2Value
2.088145,Variable1Value,Variable2Value
2.089495,Variable1Value,Variable2Value
2.091198,Variable1Value,Variable2Value
2.09273,Variable1Value,Variable2Value
2.094248,Variable1Value,Variable2Value
2.095671,Variable1Value,Variable2Value
2.097002,Variable1Value,Variable2Value
2.0984,Variable1Value,Variable2Value
2.100112,Variable1Value,Variable2Value
2.101671,Variable1Value,Variable2Value
2.10317,Variable1Value,Variable2Value
2.104556,Variable1Value,Variable2Value
2.105997,Variable1Value,Variable2Value
2.107645,Variable1Value,Variable2Value
2.109134,Variable1Value,Variable2Value
2.11053,Variable1Value,Variable2Value
2.112122,Variable1Value,Variable2Value
2.113722,Variable1Value,Variable2Value
2.115308,Variable1Value,Variable2Value
2.116904,Variable1Value,Variable2Value
2.118348,Variable1Value,Variable2Value
2.119754,Variable1Value,Variable2Value
2.121228,Variable1Value,Variable2Value
2.122928,Variable1Value,Variable2Value
2.124349,Variable1Value,Variable2Value
2.125832,Variable1Value,Variable2Value
2.127685,Variable1Value,Variable2Value
2.129138,Variable1Value,Variable2Value
2.130922,Variable1Value,Variable2Value
2.132393,Variable1Value,Variable2Value
2.134035,Variable1Value,Variable2Value
2.135509,Variable1Value,Variable2Value
2.136877,Variable1Value,Variable2Value
2.139004,Variable1Value,Variable2Value
2.140511,Variable1Value,Variable2Value
2.142184,Variable1Value,Variable2Value
2.143703,Variable1Value,Variable2Value
2.145359,Variable1Value,Variable2Value
2.147495,Variable1Value,Variable2Value
2.148928,Variable1Value,Variable2Value
2.15063,Variable1Value,Variable2Value
2.152188,Variable1Value,Variable2Value
2.154132,Variable1Value,Variable2Value
2.155716,Variable1Value,Variable2Value
2.157139,Variable1Value,Variable2Value
2.15861,Variable1Value,Variable2Value
2.160049,Variable1Value,Variable2Value
2.162159,Variable1Value,Variable2Value
2.163787,Variable1Value,Variable2Value
2.16533,Variable1Value,Variable2Value
2.166776,Variable1Value,Variable2Value
2.16816,Variable1Value,Variable2Value
2.170061,Variable1Value,Variable2Value
2.171691,Variable1Value,Variable2Value
2.173201,Variable1Value,Variable2Value
2.174747,Variable1Value,Variable2Value
2.176286,Variable1Value,Variable2Value
2.178531,Variable1Value,Variable2Value
2.180168,Variable1Value,Variable2Value
2.181902,Variable1Value,Variable2Value
2.183391,Variable1Value,Variable2Value
2.185194,Variable1Value,Variable2Value
2.187126,Variable1Value,Variable2Value
2.188753,Variable1Value,Variable2Value
2.190521,Variable1Value,Variable2Value
2.19227,Variable1Value,Variable2Value
2.194559,Variable1Value,Variable2Value
2.196034,Variable1Value,Variable2Value
2.20518,Variable1Value,Variable2Value
2.208104,Variable1Value,Variable2Value
2.210317,Variable1Value,Variable2Value
2.211847,Variable1Value,Variable2Value
2.213313,Variable1Value,Variable2Value
2.214926,Variable1Value,Variable2Value
2.216563,Variable1Value,Variable2Value
2.218517,Variable1Value,Variable2Value
2.220118,Variable1Value,Variable2Value
2.221764,Variable1Value,Variable2Value
2.223547,Variable1Value,Variable2Value
2.225767,Variable1Value,Variable2Value
2.227242,Variable1Value,Variable2Value
2.228752,Variable1Value,Variable2Value
2.230213,Variable1Value,Variable2Value
2.231835,Variable1Value,Variable2Value
2.23392,Variable1Value,Variable2Value
2.235426,Variable1Value,Variable2Value
2.237176,Variable1Value,Variable2Value
2.238771,Variable1Value,Variable2Value
2.240203,Variable1Value,Variable2Value
2.242312,Variable1Value,Variable2Value
2.243921,Variable1Value,Variable2Value
2.245464,Variable1Value,Variable2Value
2.246885,Variable1Value,Variable2Value
2.248258,Variable1Value,Variable2Value
2.250473,Variable1Value,Variable2Value
2.251904,Variable1Value,Variable2Value
2.25352,Variable1Value,Variable2Value
2.255127,Variable1Value,Variable2Value
2.258492,Variable1Value,Variable2Value
2.260148,Variable1Value,Variable2Value
2.261668,Variable1Value,Variable2Value
2.263111,Variable1Value,Variable2Value
2.2646,Variable1Value,Variable2Value
2.266634,Variable1Value,Variable2Value
2.268151,Variable1Value,Variable2Value
2.269628,Variable1Value,Variable2Value
2.271035,Variable1Value,Variable2Value
2.272486,Variable1Value,Variable2Value
2.274573,Variable1Value,Variable2Value
2.276303,Variable1Value,Variable2Value
2.277712,Variable1Value,Variable2Value
2.279091,Variable1Value,Variable2Value
2.280516,Variable1Value,Variable2Value
2.282715,Variable1Value,Variable2Value
2.284453,Variable1Value,Variable2Value
2.285942,Variable1Value,Variable2Value
2.28738,Variable1Value,Variable2Value
2.288855,Variable1Value,Variable2Value
2.290935,Variable1Value,Variable2Value
2.292612,Variable1Value,Variable2Value
2.294074,Variable1Value,Variable2Value
2.29561,Variable1Value,Variable2Value
2.297108,Variable1Value,Variable2Value
2.299091,Variable1Value,Variable2Value
2.301113,Variable1Value,Variable2Value
2.302614,Variable1Value,Variable2Value
2.304141,Variable1Value,Variable2Value
2.305987,Variable1Value,Variable2Value
2.307686,Variable1Value,Variable2Value
2.309377,Variable1Value,Variable2Value
2.310796,Variable1Value,Variable2Value
2.31225,Variable1Value,Variable2Value
2.313992,Variable1Value,Variable2Value
2.31562,Variable1Value,Variable2Value
2.317619,Variable1Value,Variable2Value
2.319639,Variable1Value,Variable2Value
2.3217,Variable1Value,Variable2Value
2.323394,Variable1Value,Variable2Value
2.325312,Variable1Value,Variable2Value
2.327127,Variable1Value,Variable2Value
2.328552,Variable1Value,Variable2Value
2.330532,Variable1Value,Variable2Value
2.332035,Variable1Value,Variable2Value
2.333834,Variable1Value,Variable2Value
2.335405,Variable1Value,Variable2Value
2.336824,Variable1Value,Variable2Value
2.338647,Variable1Value,Variable2Value
2.340039,Variable1Value,Variable2Value
2.341867,Variable1Value,Variable2Value
2.343519,Variable1Value,Variable2Value
2.344904,Variable1Value,Variable2Value
2.34678,Variable1Value,Variable2Value
2.348475,Variable1Value,Variable2Value
2.350293,Variable1Value,Variable2Value
2.351994,Variable1Value,Variable2Value
2.353913,Variable1Value,Variable2Value
2.355384,Variable1Value,Variable2Value
2.356752,Variable1Value,Variable2Value
2.358546,Variable1Value,Variable2Value
2.360123,Variable1Value,Variable2Value
2.362029,Variable1Value,Variable2Value
2.363697,Variable1Value,Variable2Value
2.365541,Variable1Value,Variable2Value
2.36735,Variable1Value,Variable2Value
2.369902,Variable1Value,Variable2Value
2.371599,Variable1Value,Variable2Value
2.373247,Variable1Value,Variable2Value
2.374974,Variable1Value,Variable2Value
2.376732,Variable1Value,Variable2Value
2.378933,Variable1Value,Variable2Value
2.380455,Variable1Value,Variable2Value
2.381918,Variable1Value,Variable2Value
2.383406,Variable1Value,Variable2Value
2.384893,Variable1Value,Variable2Value
2.386816,Variable1Value,Variable2Value
2.389898,Variable1Value,Variable2Value
2.391558,Variable1Value,Variable2Value
2.39312,Variable1Value,Variable2Value
2.395294,Variable1Value,Variable2Value
2.396732,Variable1Value,Variable2Value
2.398176,Variable1Value,Variable2Value
2.399757,Variable1Value,Variable2Value
2.401632,Variable1Value,Variable2Value
2.403394,Variable1Value,Variable2Value
2.404972,Variable1Value,Variable2Value
2.406323,Variable1Value,Variable2Value
2.407855,Variable1Value,Variable2Value
2.410541,Variable1Value,Variable2Value
2.412249,Variable1Value,Variable2Value
2.413823,Variable1Value,Variable2Value
2.415241,Variable1Value,Variable2Value
2.416748,Variable1Value,Variable2Value
2.418548,Variable1Value,Variable2Value
2.420163,Variable1Value,Variable2Value
2.421684,Variable1Value,Variable2Value
2.423213,Variable1Value,Variable2Value
2.424879,Variable1Value,Variable2Value
2.426969,Variable1Value,Variable2Value
2.428594,Variable1Value,Variable2Value
2.43024,Variable1Value,Variable2Value
2.431696,Variable1Value,Variable2Value
2.43389,Variable1Value,Variable2Value
2.437454,Variable1Value,Variable2Value
2.438974,Variable1Value,Variable2Value
2.441736,Variable1Value,Variable2Value
2.44434,Variable1Value,Variable2Value
2.445857,Variable1Value,Variable2Value
2.447404,Variable1Value,Variable2Value
2.449123,Variable1Value,Variable2Value
2.451268,Variable1Value,Variable2Value
2.452695,Variable1Value,Variable2Value
2.454229,Variable1Value,Variable2Value
2.456059,Variable1Value,Variable2Value
2.45803,Variable1Value,Variable2Value
2.459529,Variable1Value,Variable2Value
2.461069,Variable1Value,Variable2Value
2.462504,Variable1Value,Variable2Value
2.464051,Variable1Value,Variable2Value
2.466224,Variable1Value,Variable2Value
2.467735,Variable1Value,Variable2Value
2.469211,Variable1Value,Variable2Value
2.470633,Variable1Value,Variable2Value
2.472303,Variable1Value,Variable2Value
2.474224,Variable1Value,Variable2Value
2.475755,Variable1Value,Variable2Value
2.477263,Variable1Value,Variable2Value
2.478616,Variable1Value,Variable2Value
2.480281,Variable1Value,Variable2Value
2.482302,Variable1Value,Variable2Value
2.483891,Variable1Value,Variable2Value
2.485451,Variable1Value,Variable2Value
2.486837,Variable1Value,Variable2Value
2.488384,Variable1Value,Variable2Value
2.490386,Variable1Value,Variable2Value
2.491935,Variable1Value,Variable2Value
2.493451,Variable1Value,Variable2Value
2.494831,Variable1Value,Variable2Value
2.496444,Variable1Value,Variable2Value
2.498633,Variable1Value,Variable2Value
2.500216,Variable1Value,Variable2Value
2.501673,Variable1Value,Variable2Value
2.503222,Variable1Value,Variable2Value
2.504749,Variable1Value,Variable2Value
2.506667,Variable1Value,Variable2Value
2.508492,Variable1Value,Variable2Value
2.509935,Variable1Value,Variable2Value
2.511397,Variable1Value,Variable2Value
2.512819,Variable1Value,Variable2Value
2.514859,Variable1Value,Variable2Value
2.516367,Variable1Value,Variable2Value
2.51794,Variable1Value,Variable2Value
2.519408,Variable1Value,Variable2Value
2.520773,Variable1Value,Variable2Value
2.522805,Variable1Value,Variable2Value
2.524255,Variable1Value,Variable2Value
2.525732,Variable1Value,Variable2Value
2.527351,Variable1Value,Variable2Value
2.528745,Variable1Value,Variable2Value
2.530721,Variable1Value,Variable2Value
2.532114,Variable1Value,Variable2Value
2.533895,Variable1Value,Variable2Value
2.535489,Variable1Value,Variable2Value
2.537148,Variable1Value,Variable2Value
2.539228,Variable1Value,Variable2Value
2.54074,Variable1Value,Variable2Value
2.542322,Variable1Value,Variable2Value
2.543797,Variable1Value,Variable2Value
2.555877,Variable1Value,Variable2Value
2.561203,Variable1Value,Variable2Value
2.563101,Variable1Value,Variable2Value
2.564827,Variable1Value,Variable2Value
2.566678,Variable1Value,Variable2Value
2.568305,Variable1Value,Variable2Value
2.569718,Variable1Value,Variable2Value
2.571111,Variable1Value,Variable2Value
2.572423,Variable1Value,Variable2Value
2.574128,Variable1Value,Variable2Value
2.575618,Variable1Value,Variable2Value
2.577049,Variable1Value,Variable2Value
2.578455,Variable1Value,Variable2Value
2.579963,Variable1Value,Variable2Value
2.581645,Variable1Value,Variable2Value
2.583448,Variable1Value,Variable2Value
2.585062,Variable1Value,Variable2Value
2.586444,Variable1Value,Variable2Value
2.587754,Variable1Value,Variable2Value
2.589384,Variable1Value,Variable2Value
2.590729,Variable1Value,Variable2Value
2.592234,Variable1Value,Variable2Value
2.593662,Variable1Value,Variable2Value
2.595157,Variable1Value,Variable2Value
2.596884,Variable1Value,Variable2Value
2.598185,Variable1Value,Variable2Value
2.599583,Variable1Value,Variable2Value
2.601234,Variable1Value,Variable2Value
2.60263,Variable1Value,Variable2Value
2.604214,Variable1Value,Variable2Value
2.605551,Variable1Value,Variable2Value
2.606892,Variable1Value,Variable2Value
2.608344,Variable1Value,Variable2Value
2.612604,Variable1Value,Variable2Value
2.614509,Variable1Value,Variable2Value
2.616055,Variable1Value,Variable2Value
2.617732,Variable1Value,Variable2Value
2.619337,Variable1Value,Variable2Value
2.620687,Variable1Value,Variable2Value
2.622159,Variable1Value,Variable2Value
2.623593,Variable1Value,Variable2Value
2.624957,Variable1Value,Variable2Value
2.626518,Variable1Value,Variable2Value
2.628181,Variable1Value,Variable2Value
2.629665,Variable1Value,Variable2Value
2.631117,Variable1Value,Variable2Value
2.63251,Variable1Value,Variable2Value
2.633969,Variable1Value,Variable2Value
2.635406,Variable1Value,Variable2Value
2.63691,Variable1Value,Variable2Value
2.638208,Variable1Value,Variable2Value
2.639606,Variable1Value,Variable2Value
2.640971,Variable1Value,Variable2Value
2.642416,Variable1Value,Variable2Value
2.643978,Variable1Value,Variable2Value
2.645449,Variable1Value,Variable2Value
2.646856,Variable1Value,Variable2Value
2.648241,Variable1Value,Variable2Value
2.649647,Variable1Value,Variable2Value
2.651309,Variable1Value,Variable2Value
2.652668,Variable1Value,Variable2Value
2.654033,Variable1Value,Variable2Value
2.655494,Variable1Value,Variable2Value
2.656828,Variable1Value,Variable2Value
2.658403,Variable1Value,Variable2Value
2.659873,Variable1Value,Variable2Value
2.661294,Variable1Value,Variable2Value
2.662744,Variable1Value,Variable2Value
2.664148,Variable1Value,Variable2Value
2.665656,Variable1Value,Variable2Value
2.667298,Variable1Value,Variable2Value
2.668802,Variable1Value,Variable2Value
2.670159,Variable1Value,Variable2Value
2.671741,Variable1Value,Variable2Value
2.673967,Variable1Value,Variable2Value
2.675545,Variable1Value,Variable2Value
2.676973,Variable1Value,Variable2Value
2.67838,Variable1Value,Variable2Value
2.679833,Variable1Value,Variable2Value
2.682017,Variable1Value,Variable2Value
2.683601,Variable1Value,Variable2Value
2.685009,Variable1Value,Variable2Value
2.686418,Variable1Value,Variable2Value
2.687939,Variable1Value,Variable2Value
2.689879,Variable1Value,Variable2Value
2.691686,Variable1Value,Variable2Value
2.693221,Variable1Value,Variable2Value
2.69492,Variable1Value,Variable2Value
2.696285,Variable1Value,Variable2Value
2.706659,Variable1Value,Variable2Value
2.710178,Variable1Value,Variable2Value
2.71172,Variable1Value,Variable2Value
2.713896,Variable1Value,Variable2Value
2.7154,Variable1Value,Variable2Value
2.716955,Variable1Value,Variable2Value
2.7184,Variable1Value,Variable2Value
2.719955,Variable1Value,Variable2Value
2.722111,Variable1Value,Variable2Value
2.725656,Variable1Value,Variable2Value
2.727381,Variable1Value,Variable2Value
2.729707,Variable1Value,Variable2Value
2.731196,Variable1Value,Variable2Value
2.732643,Variable1Value,Variable2Value
2.734163,Variable1Value,Variable2Value
2.735701,Variable1Value,Variable2Value
2.737582,Variable1Value,Variable2Value
2.738969,Variable1Value,Variable2Value
2.740353,Variable1Value,Variable2Value
2.741799,Variable1Value,Variable2Value
2.743237,Variable1Value,Variable2Value
2.744901,Variable1Value,Variable2Value
2.76073,Variable1Value,Variable2Value
2.766402,Variable1Value,Variable2Value
2.768677,Variable1Value,Variable2Value
2.770189,Variable1Value,Variable2Value
2.771733,Variable1Value,Variable2Value
2.773171,Variable1Value,Variable2Value
2.774682,Variable1Value,Variable2Value
2.776107,Variable1Value,Variable2Value
2.777442,Variable1Value,Variable2Value
2.778853,Variable1Value,Variable2Value
2.780231,Variable1Value,Variable2Value
2.782283,Variable1Value,Variable2Value
2.784093,Variable1Value,Variable2Value
2.785642,Variable1Value,Variable2Value
2.787219,Variable1Value,Variable2Value
2.788768,Variable1Value,Variable2Value
2.790815,Variable1Value,Variable2Value
2.792477,Variable1Value,Variable2Value
2.794029,Variable1Value,Variable2Value
2.795409,Variable1Value,Variable2Value
2.796859,Variable1Value,Variable2Value
2.798591,Variable1Value,Variable2Value
2.800491,Variable1Value,Variable2Value
2.803346,Variable1Value,Variable2Value
2.805483,Variable1Value,Variable2Value
2.807726,Variable1Value,Variable2Value
2.809602,Variable1Value,Variable2Value
2.811008,Variable1Value,Variable2Value
2.812593,Variable1Value,Variable2Value
2.814376,Variable1Value,Variable2Value
2.816198,Variable1Value,Variable2Value
2.820636,Variable1Value,Variable2Value
2.824742,Variable1Value,Variable2Value
2.827784,Variable1Value,Variable2Value
2.830178,Variable1Value,Variable2Value
2.832301,Variable1Value,Variable2Value
2.834705,Variable1Value,Variable2Value
2.836494,Variable1Value,Variable2Value
2.838347,Variable1Value,Variable2Value
2.840635,Variable1Value,Variable2Value
2.842588,Variable1Value,Variable2Value
2.844401,Variable1Value,Variable2Value
2.846492,Variable1Value,Variable2Value
2.848568,Variable1Value,Variable2Value
2.850722,Variable1Value,Variable2Value
2.852462,Variable1Value,Variable2Value
2.854187,Variable1Value,Variable2Value
2.85588,Variable1Value,Variable2Value
2.857612,Variable1Value,Variable2Value
2.859605,Variable1Value,Variable2Value
2.861342,Variable1Value,Variable2Value
2.863028,Variable1Value,Variable2Value
2.864717,Variable1Value,Variable2Value
2.866426,Variable1Value,Variable2Value
2.868231,Variable1Value,Variable2Value
2.869682,Variable1Value,Variable2Value
2.871427,Variable1Value,Variable2Value
2.872898,Variable1Value,Variable2Value
2.874443,Variable1Value,Variable2Value
2.876072,Variable1Value,Variable2Value
2.877551,Variable1Value,Variable2Value
2.879061,Variable1Value,Variable2Value
2.880427,Variable1Value,Variable2Value
2.881808,Variable1Value,Variable2Value
2.883475,Variable1Value,Variable2Value
2.884933,Variable1Value,Variable2Value
2.886407,Variable1Value,Variable2Value
2.887734,Variable1Value,Variable2Value
2.889118,Variable1Value,Variable2Value
2.890705,Variable1Value,Variable2Value
2.892169,Variable1Value,Variable2Value
2.893693,Variable1Value,Variable2Value
2.895226,Variable1Value,Variable2Value
2.89655,Variable1Value,Variable2Value
2.89808,Variable1Value,Variable2Value
2.899508,Variable1Value,Variable2Value
2.900958,Variable1Value,Variable2Value
2.902428,Variable1Value,Variable2Value
2.903801,Variable1Value,Variable2Value
2.905439,Variable1Value,Variable2Value
2.906835,Variable1Value,Variable2Value
2.908285,Variable1Value,Variable2Value
2.909775,Variable1Value,Variable2Value
2.911142,Variable1Value,Variable2Value
